created_at,pat_id,order_id
2021-06-23T16:18:42.491723Z,2456,10980
2021-08-03T01:02:41.314668Z,7296,12748
2020-12-03T13:45:55.456317Z,274,6467
2020-09-14T03:29:01.732133Z,2225,5413
2021-02-03T22:25:27.678545Z,3792,7670
2021-07-23T20:48:37.264298Z,6929,12298
2021-06-30T16:28:37.824365Z,531,11383
2021-08-17T18:40:26.656933Z,2392,13499
2020-09-03T19:58:42.295122Z,1989,5213
2020-12-03T01:01:21.148138Z,2912,6463
2021-07-30T21:06:04.464336Z,4207,12626
2020-05-12T14:05:14Z,959,3796
2021-08-17T01:39:45.633887Z,7856,13468
2021-06-04T16:39:57.706578Z,2535,10383
2021-03-29T15:36:51.809246Z,4401,8805
2020-09-22T16:01:35.749469Z,1935,5596
2021-04-20T14:55:58.930978Z,1275,9314
2021-06-25T15:20:31.631798Z,5959,11186
2020-07-09T17:58:34.862259Z,1679,4658
2020-12-10T20:59:55.379451Z,2104,6597
2020-06-24T18:14:59Z,1513,4444
2020-06-10T16:36:31Z,1065,4262
2020-10-02T20:58:24.351315Z,1653,5710
2020-12-02T02:38:37.965297Z,2464,6441
2021-03-25T15:26:17.468673Z,4368,8745
2021-08-05T02:06:45.697043Z,7372,12876
2021-01-30T16:23:55.956402Z,3732,7583
2021-03-01T16:12:44.433126Z,3820,8203
2020-12-09T02:44:40.238481Z,3001,6567
2021-06-23T20:23:47.890234Z,3892,10994
2020-12-10T16:01:39.006332Z,469,6584
2020-09-14T23:08:51Z,6,11043
2021-04-26T15:19:46.373245Z,4791,9452
2021-01-12T21:37:42.463085Z,3480,7199
2020-11-30T15:09:04.182736Z,2877,6404
2021-08-24T15:25:16.897044Z,8097,13805
2020-05-19T11:58:59Z,1031,3929
2020-09-02T03:48:27.281394Z,511,5191
2021-06-30T17:20:16.899199Z,6108,11393
2021-07-07T02:30:32.197235Z,746,11620
2021-04-08T16:43:55.129899Z,4528,9014
2021-06-29T15:34:40.512079Z,1294,11323
2020-11-27T21:35:04.184216Z,1284,6382
2021-07-02T15:03:44.620467Z,6167,11473
2021-08-21T14:41:31.451974Z,8028,13693
2021-06-28T15:11:57.651015Z,482,11257
2021-06-10T19:28:35.212115Z,4256,10579
2020-10-20T18:04:05.72197Z,914,5872
2021-05-21T17:33:16.038229Z,1774,9980
2021-07-05T23:26:58.880306Z,6269,11580
2021-01-21T22:13:57.20914Z,3549,7390
2021-04-22T18:01:54.176158Z,4751,9395
2020-11-29T22:39:29.420209Z,2870,6398
2020-08-20T02:51:54.175336Z,1906,5043
2021-05-04T20:59:22.377132Z,3116,9654
2020-04-16T13:29:43Z,530,3455
2021-06-29T18:15:11.863991Z,3322,11337
2021-04-19T17:35:39.231505Z,616,9297
2021-06-14T22:08:40.895441Z,5708,10673
2020-04-07T19:44:28Z,583,3239
2021-08-31T18:51:59.299822Z,4715,14091
2021-08-11T22:03:38.348272Z,7646,13211
2021-09-02T22:34:15.919082Z,8467,14207
2020-11-02T17:13:30.249646Z,2462,6033
2021-04-04T15:18:35.232317Z,745,8902
2020-07-21T19:01:08.187215Z,1797,4798
2020-11-23T18:24:21.30776Z,2409,6290
2020-07-28T16:15:31.142731Z,1824,4849
2021-07-30T15:39:54.293881Z,7190,12603
2021-04-14T21:43:16.963384Z,3252,9188
2021-04-19T17:36:50.32254Z,4686,9298
2021-04-14T00:24:27.909514Z,4605,9154
2021-02-12T15:49:40.152394Z,3910,7858
2021-09-02T19:03:26.128252Z,7890,14197
2020-12-29T16:30:39.044809Z,746,6874
2021-01-14T18:26:59.135099Z,3438,7241
2020-11-12T22:07:19.278774Z,2103,6184
2021-08-16T15:12:14.078286Z,7818,13399
2021-07-22T22:29:25.565058Z,6892,12253
2021-01-20T16:45:46.154548Z,3566,7335
2021-08-28T14:43:58.210446Z,8238,13967
2021-04-05T16:03:40.922562Z,4470,8919
2020-10-08T16:41:09.979149Z,1925,5751
2021-08-25T17:03:03.366944Z,8134,13847
2021-07-13T15:53:58.491539Z,6488,11849
2021-02-08T23:26:59.399967Z,1989,7775
2021-08-09T16:28:53.349055Z,3539,13063
2020-09-18T15:04:55.175043Z,2316,5547
2021-02-21T16:33:44.839587Z,3977,8023
2021-05-21T14:35:36.13788Z,408,9969
2021-02-08T00:06:12.254187Z,3427,11091
2020-10-12T21:12:03.877889Z,2363,5780
2021-06-04T20:15:33.816116Z,3130,10398
2021-07-02T15:31:59.807098Z,642,11481
2021-06-11T19:14:29.442731Z,5652,10605
2020-09-13T01:41:26.055448Z,2190,5363
2021-02-01T01:18:50.641306Z,1935,7599
2021-08-05T15:35:58.019478Z,7382,12890
2020-09-14T15:41:00.669646Z,2232,5423
2021-08-12T21:52:00.348114Z,7709,13285
2021-08-31T02:04:34.555085Z,8327,14058
2020-11-30T16:28:40.627303Z,2722,6408
2021-06-02T15:56:18.315154Z,4071,10329
2021-05-06T15:35:47.112561Z,4963,9694
2021-08-14T17:15:08.563185Z,1935,13355
2021-08-03T23:55:18.874778Z,795,12798
2021-08-14T14:59:27.786932Z,7771,13343
2021-04-20T19:38:50.081804Z,4529,9332
